"Work_Ref__c","Description__c","State__c","Constituency__c","Implementing_Agency__c","MP_Name__c","Recommended_Amount__c","Exposure__c","Audit_ROI__c","Priority__c","Confidence_Band__c","Signal_Families__c","Work_Type__c","Recommendation_Date__c","Work_Status__c","Evidence_Summary__c","Recommended_Next_Step__c","Suggested_Actions__c","Early_Warning_Level__c","Early_Warning_Reason__c","Compliance_Findings__c","Escalation_Tier__c","Target_Review_Date__c","Investigation_Status__c","Officer_Finding__c","Not_A_Fraud_Finding__c"
"MP3042382-W255585","Construction of Cremation in Ward 3 Sant Hirdaram Nagar","Madhya Pradesh","BHOPAL","BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA)","ALOK SHARMA","5000000.00","958382.00","3371798.00","0.8796","HIGH","3","Construction cremation - cremation ground - shed","2025-12-26","Open","Peer amount: Recommended amount at the 100th percentile of 311 comparable works (robust z 34.3).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2024: 175 works at a median of Rs 306,327 -> 2025: 73 works at a median of Rs 1,000,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
"MP3018396-W93516","Construction of Auditorium inJayagopal Karodia Girls Hr Sec School, Virugambakkam","Tamil Nadu","CHENNAI SOUTH","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","T Sumathy (A) Thamizhachi Thangapandian","5000000.00","1104419.00","3371482.00","0.7632","HIGH","3","Class room - construction class - school","2024-02-01","Open","Peer amount: Recommended amount at the 91th percentile of 152 comparable works (robust z 1.7).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 94%). Before/after - 2023: 50 works at a median of Rs 1,134,160 -> 2024: 73 works at a median of Rs 2,195,272. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","","District Monitoring","2026-06-09","New","","TRUE"
"MP3019529-W81453","Construction of Smart Class Rooms & Other Works","Karnataka","BANGALORE CENTRAL","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","P C Mohan (17thLok Sabha)","6000000.00","791777.00","3340514.00","0.8438","HIGH","4","Class room - construction class - school","2024-01-13","Open","Peer amount: Recommended amount at the 99th percentile of 157 comparable works (robust z 0.0).; Peer duration: Open for longer than 97% of comparable works still in progress.; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 80%). Before/after - 2025: 269 works at a median of Rs 500,000 -> 2026: 78 works at a median of Rs 900,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","LOW - open 1.6x longer than the typical completed work of this type in Karnataka (549 days).","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
"MP3044066-W201271","Construction of Cement Concrete Road.","Karnataka","Sitting Rajya Sabha","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage","5000000.00","703235.00","3338302.00","0.9494","HIGH","4","Concrete road - construction cement - cement concrete","2025-06-03","Open","Peer amount: Recommended amount at the 99th percentile of 1855 comparable works (robust z 2981.5).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 80%). Before/after - 2025: 269 works at a median of Rs 500,000 -> 2026: 78 works at a median of Rs 900,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.; Near-duplicate work: A work in the same state and archetype is 100.0% semantically similar (MP3044066-W201272). Repeated descriptions are common in this scheme, so a human should confirm these are genuinely separate works.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Check duplicate possibility against the matched work | Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
"MP3044066-W201272","Construction of Cement Concrete Road.","Karnataka","Sitting Rajya Sabha","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage","5000000.00","703235.00","3338302.00","0.9494","HIGH","4","Concrete road - construction cement - cement concrete","2025-06-03","Open","Peer amount: Recommended amount at the 99th percentile of 1855 comparable works (robust z 2981.5).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 80%). Before/after - 2025: 269 works at a median of Rs 500,000 -> 2026: 78 works at a median of Rs 900,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.; Near-duplicate work: A work in the same state and archetype is 100.0% semantically similar (MP3044066-W204268). Repeated descriptions are common in this scheme, so a human should confirm these are genuinely separate works.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Check duplicate possibility against the matched work | Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
"MP3044066-W204268","Construction of Cement Concrete Road.","Karnataka","Sitting Rajya Sabha","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage","5000000.00","703235.00","3338302.00","0.9494","HIGH","4","Concrete road - construction cement - cement concrete","2025-06-03","Open","Peer amount: Recommended amount at the 99th percentile of 1855 comparable works (robust z 2981.5).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 80%). Before/after - 2025: 269 works at a median of Rs 500,000 -> 2026: 78 works at a median of Rs 900,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.; Near-duplicate work: A work in the same state and archetype is 100.0% semantically similar (MP3044066-W204269). Repeated descriptions are common in this scheme, so a human should confirm these are genuinely separate works.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Check duplicate possibility against the matched work | Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
"MP3044066-W204269","Construction of Cement Concrete Road.","Karnataka","Sitting Rajya Sabha","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage","5000000.00","703235.00","3338302.00","0.9494","HIGH","4","Concrete road - construction cement - cement concrete","2025-06-03","Open","Peer amount: Recommended amount at the 99th percentile of 1855 comparable works (robust z 2981.5).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 80%). Before/after - 2025: 269 works at a median of Rs 500,000 -> 2026: 78 works at a median of Rs 900,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.; Near-duplicate work: A work in the same state and archetype is 100.0% semantically similar (MP3044066-W204268). Repeated descriptions are common in this scheme, so a human should confirm these are genuinely separate works.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Check duplicate possibility against the matched work | Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
"MP3019087-W102300","Creation of Herbal Garden, Butterfly Park and Indoor Garden at Krushi Mahavidyalaya, Nagpur.","Maharashtra","NAGPUR","NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA)","Nitin Jairam Gadkari(17th Lok Sabha)","5000000.00","712147.00","3337979.00","0.9374","HIGH","4","Repair renovation - repairing - ahar","2024-02-10","Open","Peer amount: Recommended amount at the 98th percentile of 59 comparable works (robust z 5.4).; Peer duration: Open for longer than 91% of comparable works still in progress.; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2023: 133 works at a median of Rs 400,000 -> 2024: 89 works at a median of Rs 998,500. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","LOW - open 2.0x longer than the typical completed work of this type in Maharashtra (412 days).","","District Monitoring","2026-06-09","New","","TRUE"
"MP3017288-W196007","Construction of drainage (Nala) for disposal of water at Dhanna Talai and its developmental works Opposite Murgi Firm STP Plant at Nagar Parishad Tonk in Tonk district","Rajasthan","Sitting Rajya Sabha","TONK(DISTRICT COLLECTOR TONK_IDA)","Shri Mukul Balkrishna Wasnik","5000000.00","948541.00","3337175.00","0.8796","HIGH","3","Construction culvert - construction drain - road","2025-05-03","Open","Peer amount: Recommended amount at the 99th percentile of 72 comparable works (robust z 18.4).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2024: 38 works at a median of Rs 500,000 -> 2025: 8 works at a median of Rs 1,000,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","","District Monitoring","2026-06-09","New","","TRUE"
"MP3019643-W213689","Construction of C. Kalyanapuram Chennai Higher secondary school compound wall and entrance Arch work in dn 46, U11, Zone 4","Tamil Nadu","CHENNAI NORTH","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Kalanidhi Veeraswamy","4955000.00","1094484.00","3334797.00","0.7617","HIGH","3","Construction boundary - boundary wall - construction compound","2025-07-01","Open","Peer amount: Recommended amount at the 90th percentile of 152 comparable works (robust z 1.7).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 94%). Before/after - 2023: 50 works at a median of Rs 1,134,160 -> 2024: 73 works at a median of Rs 2,195,272. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","","District Monitoring","2026-06-09","New","","TRUE"
"MP3017417-W169147","Construction of Building for Krishi Bhavan at Ward 5, Udayamperoor GP","Kerala","ERNAKULAM","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Shri Hibi Eden","5209800.00","947209.00","3332488.00","0.8796","HIGH","3","Building - sahebganj construction - temple","2025-01-27","Open","Peer amount: Recommended amount at the 100th percentile of 340 comparable works (robust z 11.9).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2025: 235 works at a median of Rs 249,000 -> 2026: 20 works at a median of Rs 530,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
"MP3020004-W164047","Provision of lighting arrangements at dark spots at various locations in Villae Galipur, Douralla, Ghumenhera, Paprawat, Kharkhadi Jatmal, Doulatpur, Dichaun, Tajpur, Goyala Nagli in Ward No.124, 125 under Najafgarh Zone.","Delhi","WEST DELHI","SOUTH WEST(COMMISSIONER MCD SOUTH WEST)","Parvesh Sahib Singh (17th Lok Sabha)","4683440.00","982111.00","3324563.00","0.8463","HIGH","3","Highmast light - installation highmast - mask light","2023-11-10","Open","Peer amount: Recommended amount at the 98th percentile of 223 comparable works (robust z 6.0).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 75%). Before/after - 2024: 9 works at a median of Rs 1,713,944 -> 2025: 24 works at a median of Rs 421,700. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","","District Monitoring","2026-06-09","New","","TRUE"
"MP3042546-W208642","Construction of Bridge over Chorpalia Khal at Nimpur under Chakismaile GP","West Bengal","MEDINIPUR","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","JUNE MALIAH","5343068.00","955070.00","3322096.00","0.8696","HIGH","3","Construction road - construction ambulance - apex road","2025-06-13","Open","Peer amount: Recommended amount at the 94th percentile of 66 comparable works (robust z 4.8).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2025: 230 works at a median of Rs 349,867 -> 2026: 36 works at a median of Rs 2,750,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","","District Monitoring","2026-06-09","New","","TRUE"
"MP3042546-W208641","Construction of Small Bridge near Thangamara Samsan under Narayangarh GP","West Bengal","MEDINIPUR","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","JUNE MALIAH","5339958.00","954514.00","3320036.00","0.8696","HIGH","3","Construction road - construction ambulance - apex road","2025-06-13","Open","Peer amount: Recommended amount at the 92th percentile of 66 comparable works (robust z 4.8).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2025: 230 works at a median of Rs 349,867 -> 2026: 36 works at a median of Rs 2,750,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","","District Monitoring","2026-06-09","New","","TRUE"
"MP3018418-W59292","Construction of Guest House at Kiriteswari GP under Nabagram Dev. Block","West Bengal","JANGIPUR","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Khalilur Rahaman","7000000.00","938346.00","3301309.00","0.8796","HIGH","3","Building - sahebganj construction - temple","2023-12-08","Open","Peer amount: Recommended amount at the 98th percentile of 246 comparable works (robust z 8.1).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2025: 409 works at a median of Rs 166,376 -> 2026: 48 works at a median of Rs 842,500. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","LOW - open 1.7x longer than the typical completed work of this type in West Bengal (518 days).","","District Monitoring","2026-06-09","New","","TRUE"
"MP3017242-W259563","Construction of 4 class rooms and other works to Govt High school at Mandewal village in Jewargi Taluka","Karnataka","Sitting Rajya Sabha","KALABURAGI(DEPUTY COMMISSIONER GULBARGA_IDA)","Shri Mallikarjun Kharge","7100000.00","936861.00","3296083.00","0.8796","HIGH","3","Class room - construction class - school","2026-01-29","Open","Peer amount: Recommended amount at the 97th percentile of 120 comparable works (robust z 294.8).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2025: 41 works at a median of Rs 499,000 -> 2026: 49 works at a median of Rs 3,400,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","","District Monitoring","2026-06-09","New","","TRUE"
"MP3050536-W245769","Construction of CC Road from Veesam Nagamani House to PWD pumping scheme in Ithavaram Village of Nandigama Mandal","Andhra Pradesh","Sitting Rajya Sabha","NTR(DISTRICT COLLECTOR NTR_IDA)","Shri Ryaga Krishnaiah","4400000.00","935614.00","3291695.00","0.8796","HIGH","3","CC road - construction cc - cc building","2025-11-03","Open","Peer amount: Recommended amount at the 99th percentile of 2550 comparable works (robust z 277.4).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2024: 91 works at a median of Rs 239,428 -> 2025: 34 works at a median of Rs 500,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
"MP3042333-W173052","construction and civil work of indian red cross society new building work part 3","Gujarat","PANCHMAHAL","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","RAJPALSINH MAHENDRASINH JADAV","5000000.00","989615.00","3290974.00","0.8314","HIGH","3","Construction building - community building - cultural activities","2025-02-05","Open","Peer amount: Recommended amount at the 100th percentile of 502 comparable works (robust z 60.7).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 60%). Before/after - 2024: 63 works at a median of Rs 100,000 -> 2025: 478 works at a median of Rs 160,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
"MP3017307-W213229","Construction of Additional two class room Govt. High. Sec. School Kattikulam Village in Manamadurai Block","Tamil Nadu","Sitting Rajya Sabha","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram","5350000.00","1181692.00","3282753.00","0.6945","HIGH","3","Class room - construction class - school","2025-06-30","Open","Peer amount: Recommended amount at the 93th percentile of 152 comparable works (robust z 2.0).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 56%). Before/after - 2025: 124 works at a median of Rs 700,000 -> 2026: 6 works at a median of Rs 1,090,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","","District Monitoring","2026-06-09","New","","TRUE"
"MP3018342-W70152","Construction of community hall building in Pedakallepalli Village of Mopidevi Mandal","Andhra Pradesh","MACHILIPATNAM","KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA)","Balashowry Vallabbhaneni","5000000.00","976098.00","3278390.00","0.8397","HIGH","3","Community hall - construction community - hall village","2023-12-27","Open","Peer amount: Recommended amount at the 96th percentile of 568 comparable works (robust z 5.4).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 73%). Before/after - 2024: 30 works at a median of Rs 497,850 -> 2025: 28 works at a median of Rs 859,221. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","LOW - open 1.2x longer than the typical completed work of this type in Andhra Pradesh (714 days).","","District Monitoring","2026-06-09","New","","TRUE"
"MP3019193-W8626","Building construction work for Bar Association in tehsil mohammadabad gohna","Uttar Pradesh","GHOSI","MAU(DISTRICT MAGISTRATE MAU_IDA)","Atul Kumar Singh(17th Lok Sabha)","3500000.00","703138.00","3272415.00","0.9308","HIGH","4","Construction building - community building - cultural activities","2023-08-09","Open","Peer amount: Recommended amount at the 91th percentile of 35 comparable works (robust z 3.8).; Peer duration: Open for longer than 96% of comparable works still in progress.; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2025: 136 works at a median of Rs 212,074 -> 2026: 21 works at a median of Rs 1,017,017. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","LOW - open 1.5x longer than the typical completed work of this type in Uttar Pradesh (662 days).","","District Monitoring","2026-06-09","New","","TRUE"
"MP3042283-W242290","Construction of additional accommodation to existing multipurpose hall near yadava krishna temple in Dwaraka Tirumala Village of Dwaraka Tirumala Mandal","Andhra Pradesh","ELURU","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","4900000.00","956585.00","3257804.00","0.8514","HIGH","3","Community hall - construction community - hall village","2025-10-17","Open","Peer amount: Recommended amount at the 95th percentile of 568 comparable works (robust z 5.3).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 83%). Before/after - 2023: 6 works at a median of Rs 2,309,328 -> 2024: 124 works at a median of Rs 400,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","","District Monitoring","2026-06-09","New","","TRUE"
"MP3042295-W166142","Construction of T.R.Phookan Smriti Rangamancha at Barpeta","Assam","BARPETA","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","PHANI BHUSAN CHOUDHURY","14000000.00","921372.00","3241589.00","0.8796","HIGH","3","Community hall - construction stage - construction ghat","2025-01-18","Open","Peer amount: Recommended amount at the 100th percentile of 919 comparable works (robust z 45.9).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2024: 109 works at a median of Rs 400,000 -> 2025: 30 works at a median of Rs 900,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
"MP3017441-W42079","120 Solar Lights","Punjab","GURDASPUR","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","Shri Sunny Deol (17th Lok Sabha)","2100000.00","890255.00","3230973.00","0.9073","HIGH","3","Solar light - installation solar - light request","2023-10-30","Open","Peer amount: Recommended amount at the 100th percentile of 615 comparable works (robust z 22.9).; Peer duration: Open for longer than 98% of comparable works still in progress.; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 100%). Before/after - 2023: 154 works at a median of Rs 167,450 -> 2024: 18 works at a median of Rs 424,227. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","MEDIUM","MEDIUM - open 1.5x longer than the typical completed work of this type in Punjab (620 days); and the survival model puts a 42% chance it will not complete within 365 days.","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
"MP3017376-W26536","Construction of Community Hall at Municipal Complex, Kuppam","Andhra Pradesh","CHITTOOR","CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)","Shri N Reddeppa (17th Lok Sabha)","5000000.00","976098.00","3216552.00","0.8238","HIGH","3","Community hall - construction community - hall village","2023-09-26","Open","Peer amount: Recommended amount at the 96th percentile of 568 comparable works (robust z 5.4).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 60%). Before/after - 2024: 134 works at a median of Rs 500,000 -> 2025: 171 works at a median of Rs 200,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","LOW - open 1.4x longer than the typical completed work of this type in Andhra Pradesh (714 days).","","District Monitoring","2026-06-09","New","","TRUE"
"MP3042816-W277142","Construction of RCC interlocking boundary wall according to the list, installation of four way solar street light according to the list attached","Uttar Pradesh","MOHANLALGANJ(SC)","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","R.K. CHAUDHARY","7710300.00","926743.00","3199960.00","0.8632","HIGH","3","Solar street - street light - installation solar","2026-03-31","Open","Peer amount: Recommended amount at the 100th percentile of 4191 comparable works (robust z 58.7).; Behavioural change: Implementing agency's recommendation pattern shifted year-on-year (magnitude 86%). Before/after - 2024: 177 works at a median of Rs 627,534 -> 2025: 125 works at a median of Rs 1,170,000. A change point is a lead, not a finding: a new officer or a revised guideline produces one too.; Statistical outlier: A trained anomaly detector (IsolationForest) flags this work's amount-and-age profile as unusual against the national portfolio.","A human should verify the scope and estimate for this work against its peers via the Implementing Agency.","Review the lifecycle history and sanction record | Compare scope and estimate with peer works | Verify supporting documents and field evidence","LOW","No stalling indicators; the work is progressing within normal ranges.","Amount outlier vs peers (STATISTICAL_OUTLIER)","District Monitoring","2026-06-09","New","","TRUE"
